ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Function	Transmission mode	Symbiont Seq	Reference	doi	note
722	Metagenome	Lepidoptera	Pyralidae	Galleriinae	Plutella xylostella	None	None	None	Species	None	Enterobacter cloacae	Bacteria	Unknown	degradation of plant phenolics: catechol	Mix-mode	SRP018286	Metagenomic Sequencing of Diamondback Moth Gut Microbiome Unveils Key Holobiont Adaptations for Herbivory		None
723	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Plutella xylostella	None	None	None	Genus	None	Enterococcus	Bacteria	Extracellular	enhanced resistance to the widely used insecticide, chlorpyrifos, in P. xylostella	Unknown	None	Gut Microbiota Mediate Insecticide Resistance in the Diamondback Moth, Plutella xylostella (L.)		None
724	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Plutella xylostella	None	None	None	Genus	None	Enterobacter	Bacteria	Unknown	degradation of acephate, used acephate as a source of carbon and energy for growth	Unknown	None	Degradation of acephate by Enterobacter asburiae, Bacillus cereus and Pantoea agglomerans isolated from diamondback moth Plutella xylostella (L), a pest of cruciferous crops		None
725	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Plutella xylostella	None	None	None	Genus	None	Bacillus cereus	Bacteria	Unknown	degradation of acephate, used acephate as a source of carbon and energy for growth	Unknown	None	Degradation of acephate by Enterobacter asburiae, Bacillus cereus and Pantoea agglomerans isolated from diamondback moth Plutella xylostella (L), a pest of cruciferous crops		None
726	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Plutella xylostella	None	None	None	Species	None	Pantoea agglonierans	Bacteria	Unknown	degradation of acephate, used acephate as a source of carbon and energy for growth	Unknown	None	Degradation of acephate by Enterobacter asburiae, Bacillus cereus and Pantoea agglomerans isolated from diamondback moth Plutella xylostella (L), a pest of cruciferous crops		None
727	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Plutella xylostella	None	None	None	Species	None	Bacillus cereus	Bacteria	Unknown	degradation of indoxacarb,  it could use indoxacarb for metabolism and growth	Unknown	KC985225	Detection of carboxylesterase and esterase activity in culturable gut bacterial flora isolated from diamondback moth, Plutella xylostella (Linnaeus), from India and its possible role in indoxacarb degradation		None
728	Metagenome	Lepidoptera	Pyralidae	Galleriinae	Bombyx mori	None	None	None	Species	None	Stenotrophomonas maltophilia	Bacteria	Unknown	facilitate host resistance against organophosphate insecticides, provides essential amino acids that increase host fitness and allow the larvae to better tolerate the toxic effects of the insecticide.	Unknown	SRP100894	Gut bacteria of the silkworm Bombyx mori facilitate host resistance against the toxic  effects of organophosphate insecticides.		None
729	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Anticarsia gemmatalis	None	None	None	Genus	None	Neurospora	Fungi	Unknown	degrading flubendiamide	Unknown	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase		None
730	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Spodoptera litura	None	None	None	Species	None	Enterococcus mundtii	Fungi	Unknown	degrading flubendiamide	Unknown	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase		None
731	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Spodoptera litura	None	None	None	Species	None	Enterococcus casseliflavus	Fungi	Unknown	degrading flubendiamide	Unknown	None	Soil and entomopathogenic fungi with potential for biodegradation of insecticides: degradation of flubendiamide in vivo by fungi and in vitro by laccase		None
732	Metagenome	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Acinetobacter soli	Bacteria	Unknown	degradation of flubendiamide and chlorantraniliprole	Unknown	SRR10738518-SRR10738553	Gut Bacteria of Field-Collected Larvae of Spodoptera Frugiperda Undergo Selection and Are More Diverse and Active in Metabolizing Multiple Insecticides Than Laboratory-Selected Resistant Strains		None
733	Metagenome	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Pseudomonas japonica	Bacteria	Unknown	degradation of flubendiamide and chlorantraniliprole	Unknown	SRR10738518-SRR10738554	Gut Bacteria of Field-Collected Larvae of Spodoptera Frugiperda Undergo Selection and Are More Diverse and Active in Metabolizing Multiple Insecticides Than Laboratory-Selected Resistant Strains		None
734	Metagenome	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Serratia marcescens	Bacteria	Unknown	degradation of flubendiamide and chlorantraniliprole	Unknown	SRR10738518-SRR10738555	Gut Bacteria of Field-Collected Larvae of Spodoptera Frugiperda Undergo Selection and Are More Diverse and Active in Metabolizing Multiple Insecticides Than Laboratory-Selected Resistant Strains		None
735	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Pseudomonas stutzeri	Bacteria	Unknown	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	Unknown	KX280777	The gut microbiota of insecticide-resistant insects houses insecticide-degrading bacteria: A potential source for biotechnological exploitation		None
736	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Arthrobacter nicotinovorans	Bacteria	Unknown	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	Unknown	None	The gut microbiota of insecticide-resistant insects houses insecticide-degrading bacteria: A potential source for biotechnological exploitation		None
737	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Leclercia adecarboxylata	Bacteria	Unknown	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	Unknown	None	The gut microbiota of insecticide-resistant insects houses insecticide-degrading bacteria: A potential source for biotechnological exploitation		None
738	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Microbacterium arborescens	Bacteria	Unknown	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	Unknown	KX280780	The gut microbiota of insecticide-resistant insects houses insecticide-degrading bacteria: A potential source for biotechnological exploitation		None
739	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Pseudomonas psychrotolerans	Bacteria	Unknown	degradation of lambda-cyhalothrin, deltamethrin, chlorpyrifos ethyl, lufenuron and spinosyn	Unknown	None	The gut microbiota of insecticide-resistant insects houses insecticide-degrading bacteria: A potential source for biotechnological exploitation		None
740	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Galleria mellonella	None	None	None	Species	None	Streptococcus faecalis	Bacteria	Unknown	suppress bacteria ingested with food by producing bacteriocin and by releasing a lysozyme like enzyme	Unknown	None	Gut Flora Of Galleria-Mellonella Suppressing Ingested Bacteria		None
741	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Ephestia kuehniella	None	None	None	Species	None	Enterococcus mundtii	Bacteria	Unknown	antimicrobial activity against Bacillus thuringiensis	Unknown	AF061013	Probiotic Enterococcus mundtii Isolate Protects the Model Insect Tribolium castaneum against Bacillus thuringiensis		None
742	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Spodoptera littoralis	None	None	None	Species	None	Enterococcus mundtii	Bacteria	Unknown	secrete a stable class II bacteriocin, mundticin KS, against invading bacteria, facilitating the normal development of host gut microbiota	Unknown	None	Symbiont-Derived Antimicrobials Contribute to the Control of the Lepidopteran Gut Microbiota		None
743	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Plutella xylostella	None	None	None	Genus	None	Pseudomonas	Bacteria	Unknown	resistance to pathogenic fungi	Unknown	EF195341	Cultivable bacteria associated with larval gut of prothiofos-resistant, prothiofos-susceptible and field-caught populations of diamondback moth, Plutella xylostella and their potential for, antagonism towards entomopathogenic fungi and host insect nutrition		None
744	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Bombyx mori	None	None	None	Genus	None	Streptomyces	Bacteria	Unknown	produce Bombyxamycin A which showed significant antibacterial and antiproliferative effects	Unknown	None	Bombyxamycins A and B, Cytotoxic Macrocyclic Lactams from an Intestinal Bacterium of the Silkworm Bombyx mori		None
745	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Homona magnanima	None	None	None	Genus	None	Streptococcus	Bacteria	Unknown	influence the growth of Bacillus thuringiensis in the larvae	Unknown	None	Intestinal Bacteria Affect Growth of Bacillus thuringiensis in Larvae of the Oriental Tea Tortrix, Homona magnanima Diakonoff (Lepidoptera: Tortricidae)		None
746	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Homona magnanima	None	None	None	Genus	None	Staphylococcus	Bacteria	Unknown	influence the growth of Bacillus thuringiensis in the larvae	Unknown	None	Intestinal Bacteria Affect Growth of Bacillus thuringiensis in Larvae of the Oriental Tea Tortrix, Homona magnanima Diakonoff (Lepidoptera: Tortricidae)		None
747	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Cydia pomonella	None	None	None	Genus	None	Metschnikowia	Bacteria	Unknown	reduce adverse fungal infestations and mortality	Unknown	None	“This is not an Apple”–Yeast Mutualism in Codling Moth		None
748	Metagenome	Lepidoptera	Pyralidae	Galleriinae	Spodoptera exigua	None	None	None	Genus	None	Enterococcus	Bacteria	Extracellular	protect the host against pathogens and noncommensal microbes from outside	Mix-mode	SRR8512144–SRR8512191	DNA sequencing reveals bacterial communities in midgut and other parts of the larvae of Spodoptera exigua Hubner (Lepidoptera: Noctuidae)		None
749	Metagenome	Lepidoptera	Nymphalidae	Heliconiinae	Heliconius spp.	None	None	None	None	None	Gut bacterial community	Bacteria	Unknown	colonization resistance as a primary ecological function of adult butterfly gut microbiomes	Unknown	MGP89563（https://www.mg-rast.org/）	Heliconius Butterflies Host Characteristic and Phylogenetically Structured Adult-Stage Microbiomes		None
750	Metagenome	Lepidoptera	Pyralidae	Galleriinae	Pieris rapae	None	None	None	None	None	Gut bacterial community	Bacteria	Unknown	resistance to invasion	Unknown	DQ342363–DQ343128, DQ349068–DQ349097, DQ537959–DQ538132, EU352364–EU352599, EU984512	Robustness of the Bacterial Community in the Cabbage White Butterfly Larval Midgut		None
751	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Trichoplusia ni	None	None	None	None	None	Bacteria in food	Bacteria	Unknown	trigger an immune response cascade and decrease risk of serious infection	Unknown	None	Immune system responses and fitness costs associated with consumption of bacteria in larvae of Trichoplusia ni.		None
752	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Spodoptera exigua	None	None	None	None	None	Gut microbiota	Bacteria	Unknown	midgut bacterial overload confers an advantage against certain entomopathogens such as B. thuringiensis	Unknown	None	Increase in midgut microbiota load induces an  apparent immune priming and increases tolerance to Bacillus thuringiensis		None
753	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Galleria mellonella	None	None	None	Species	None	Escherichia coli	Bacteria	Unknown	mediate trans-generational immune priming	Vertical	None	The maternal transfer of bacteria can mediate trans-generational immune priming in insects		None
754	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Manduca sexta	None	None	None	Species	None	Escherichia coli	Bacteria	Unknown	modulate immunity-related gene expression in the infected F0 larvae, and also in their offspring, triggered immune responses in the infected host associated with shifts in both DNA methylation and histone acetylation	Vertical	None	Epigenetic Mechanisms Are Involved in Sex-Specific Trans-Generational Immune Priming in the Lepidopteran Model Host Manduca sexta.		None
755	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Melitaea cinxia	None	None	None	None	None	Gut microbiota	Bacteria	Unknown	impacted the host immunity by down-regulating the expression of a gene involved in the response against pathogens	Unknown	None	The gut bacterial community affects immunity but not metabolism in a specialist herbivorous butterfly		None
756	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Species	None	Pantoea ananatis	Bacteria	Extracellular	modulate plant defense, downregulated the activity of the plant defensive proteins polyphenol oxidase and trypsin proteinase inhibitors (trypsin PI) but upregulated peroxidase (POX) activity in tomatoresponses	Unknown	KX161909,KX161916,KX161917,KX161918	Fall Armyworm-Associated Gut Bacteria Modulate Plant Defense Responses		None
757	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Pseudomonadota	Enterobacterales	None	Family	Enterobacteriaceae	Enterobacteriaceae	Bacteria	Extracellular	modulate plant defense, downregulated the activity of the plant defensive proteins polyphenol oxidase and trypsin proteinase inhibitors (trypsin PI) but upregulated peroxidase (POX) activity in tomatoresponses	Unknown	KX161910,KX161911,KX161914,KX161915,KX161924	Fall Armyworm-Associated Gut Bacteria Modulate Plant Defense Responses		None
758	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Genus	None	Raoultella	Bacteria	Extracellular	downregulated POX but upregulated trypsin PI in this plant species	Unknown	KX161912	Fall Armyworm-Associated Gut Bacteria Modulate Plant Defense Responses		None
759	Amplicon	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	Genus	None	Klebsiella	Bacteria	Extracellular	downregulated POX but upregulated trypsin PI in this plant species	Unknown	KX161913	Fall Armyworm-Associated Gut Bacteria Modulate Plant Defense Responses		None
760	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Eldana saccharina	None	None	None	Species	None	Fusarium proliferatum	Fungi	Unknown	significantly improve the host survival and development	Unknown	None	Interactions between Fusarium species from sugarcane and the stalk borer, Eldana saccharina (Lepidoptera: Pyralidae)		None
761	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Eldana saccharina	None	None	None	Species	None	Fusarium pseudonygamai	Fungi	Unknown	significantly improve the host survival and development	Unknown	None	Interactions between Fusarium species from sugarcane and the stalk borer, Eldana saccharina (Lepidoptera: Pyralidae)		None
762	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Lymantria dispar	None	None	None	Species	None	Melampsora laricipopulina	Fungi	Unknown	feed on plant pathogenic fungi for greater levels of total nitrogen, essential amino acids and B vitamins	Unknown	None	Herbivory meets fungivory: insect herbivores feed on plant pathogenic fungi for their own benefit		None
763	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Galleria mellonella	None	None	None	Genus	None	Enterobacter	Bacteria	Extracellular	biodegradation of Polyethylene	Unknown	MK934326	Biodegradation of Polyethylene by Enterobacter sp. D1 from the Guts of Wax Moth Galleria mellonella		None
764	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Galleria mellonella	None	None	None	Species	None	Bacillus wyabhattai	Bacteria	Extracellular	biodegradation of Polyethylene	Unknown	None	In vitro degradation of low-density polyethylene by new bacteria from larvae of the greater wax moth, Galleria mellonella		None
765	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Galleria mellonella	None	None	None	Species	None	Microbacterium oxydans	Bacteria	Extracellular	biodegradation of Polyethylene	Unknown	None	In vitro degradation of low-density polyethylene by new bacteria from larvae of the greater wax moth, Galleria mellonella		None
766	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Galleria mellonella	None	None	None	Species	None	Aspergillus flavus	Bacteria	Extracellular	biodegradation of Polyethylene	Unknown	MN271387	Biodegradation of polyethylene microplastic particles by the fungus Aspergillus flavus from the guts of wax moth Galleria mellonella		None
767	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Bombyx mori	None	None	None	Species	None	Enterococcus mundtii	Bacteria	Extracellular	facilitate lactic acid production	Mix-mode	CP022340	Insect symbionts as valuable grist for the biotechnological mill: an alkaliphilic silkworm gut bacterium for efficient lactic acid production		None
768	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Lymantria dispar	None	None	None	None	None	Gut microbiota	Bacteria	Extracellular	reservoir of antibiotic resistance genes with the potential for dissemination	Horizontal	FJ013260-FJ013271	Resident Microbiota of the Gypsy Moth Midgut Harbors Antibiotic Resistance Determinants		None
769	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Spilosoma obliqua	None	None	None	None	None	Gut microbiota	Bacteria	Extracellular	detoxifying processes – dehalogenation and aromatic hydrocarbons degradation	Horizontal	None	Annotation of gut bacterial taxonomic and functional diversity in Spodoptera litura and Spilosoma obliqua		None
770	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Spodoptera litura	None	None	None	None	None	Gut microbiota	Bacteria	Extracellular	detoxifying processes –dehalogenation and aromatic hydrocarbons degradation	Horizontal	None	Annotation of gut bacterial taxonomic and functional diversity in Spodoptera litura and Spilosoma obliqua		None
771	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Helicoverpa armigera	None	None	None	Species	None	Klebsiella and Bacillus	Bacteria	Unknown	cellulose degrading and applied for biomass conversion in biofuel industry	Unknown	MT052333-MT052357	Evaluation of cellulose degrading bacteria isolated from the gut-system of cotton bollworm, Helicoverpa armigera and their potential values in biomass conversion.		None
772	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	None	None	None	Genus	None	Phoma	Fungi	Unknown	play important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens	Unknown	SRR6036442	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis		None
773	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	None	None	None	Genus	None	Aureobasidium	Fungi	Unknown	play important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens	Unknown	SRR6036442	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis		None
774	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	None	None	None	Genus	None	Spiroplasma	Bacteria	Unknown	play important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens	Unknown	SRR6866849	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis		None
775	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	None	None	None	Genus	None	Wolbachia	Bacteria	Intracellular	play important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens	Vertical	SRR6866849	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis		None
776	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	None	None	None	Genus	None	Carnobacterium	Bacteria	Unknown	promote the growth of Thitarodes larvae, elevate bacterial diversity, maintain a better balance of intestinal flora, and act as a probiotic in Thitarodes	Unknown	SRR6866849	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis		None
777	Amplicon	Lepidoptera	Pyralidae	Galleriinae	Thitarodes pui	None	None	None	Genus	None	Malassezia	Fungi	Unknown	Unknown	Unknown	SRR6036442	Internal and External Microbial Community of the Thitarodes Moth, the Host of Ophiocordyceps sinensis		None
778	Metagenome	Lepidoptera	Pyralidae	Galleriinae	Pieris brassicae	None	None	None	Species	None	Gut microbiota	Bacteria	Extracellular	disturbances in the parental microbiota may affect the ability their offspring to cope with the stress of host plant shift	Horizontal	SRR11799803-SRR11799807,SRR11795858-SRR11795901	Legacy of a Butterfly’s Parental Microbiome in Offspring Performance		None
779	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Dendroctonus ponderosae	Ascomycota	Ophiostomatales	Leptographium	Species	Grosmannia clavigera	Grosmannia clavigera	Bacteria	Unknown	Unknown	Unknown	None	Population structure and migration pattern of a conifer pathogen, Grosmannia clavigera, as influenced by its symbiont, the mountain pine beetle		None
780	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Monochamus alternatus	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter	Bacteria	Extracellular	may help M. alternatus degrade cellulose and pinene	Unknown	SRR9987857-SRR9987874	Bacterial Communities Associated with the Pine Wilt Disease Insect Vector Monochamus alternatus (Coleoptera: Cerambycidae) during the Larvae and Pupae Stages		None
781	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Monochamus alternatus	Pseudomonadota	Enterobacterales	Raoultella	Genus	Raoultella	Raoultella	Bacteria	Extracellular	may help M. alternatus degrade cellulose and pinene	Unknown	SRR9987857-SRR9987875	Bacterial Communities Associated with the Pine Wilt Disease Insect Vector Monochamus alternatus (Coleoptera: Cerambycidae) during the Larvae and Pupae Stages		None
782	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Monochamus alternatus	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia	Bacteria	Extracellular	may help M. alternatus degrade cellulose and pinene	Unknown	SRR9987857-SRR9987876	Bacterial Communities Associated with the Pine Wilt Disease Insect Vector Monochamus alternatus (Coleoptera: Cerambycidae) during the Larvae and Pupae Stages		None
783	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Monochamus alternatus	Bacillota	Lactobacillales	Lactococcus	Genus	Lactococcus	Lactococcus	Bacteria	Extracellular	may help M. alternatus degrade cellulose and pinene	Unknown	SRR9987857-SRR9987877	Bacterial Communities Associated with the Pine Wilt Disease Insect Vector Monochamus alternatus (Coleoptera: Cerambycidae) during the Larvae and Pupae Stages		None
784	Metagenome	Coleoptera	Bostrichidae	Lyctinae	Monochamus alternatus	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas	Bacteria	Extracellular	may help M. alternatus degrade cellulose and pinene	Unknown	SRR9987857-SRR9987878	Bacterial Communities Associated with the Pine Wilt Disease Insect Vector Monochamus alternatus (Coleoptera: Cerambycidae) during the Larvae and Pupae Stages		None
785	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera dorsalis	Ascomycota	Eurotiales	Penicillium	Genus	Penicillium	Penicillium	Fungi	Unknown	Attracting egg laying, promote the emergence of flies by providing the B group vitamin, pyridoxine	Unknown	None	Mutualism promotes insect fitness by fungal nutrient compensation and facilitates fungus propagation by mediating insect oviposition preference		Microbial Volatiles: 3-octanone and 1-octen-3-ol
786	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Coptotermes formosanus	Ascomycota	Hypocreales	Cordyceps	Species	Isaria fumosorosea	Isaria fumosorosea K3	Fungi	Unknown	Affecting direction of motion by providing 3-octanone and 1-octen-3-ol	Unknown	None	Olfactory Cues from Pathogenic Fungus Affect the Direction of Motion of Termites, Coptotermes formosanus		Microbial Volatiles: geosmin
787	Symbiont	Diptera	Glossinidae	None	Lycoriella ingenua	Basidiomycota	Agaricales	Agaricus	Species	Agaricus bisporus	Agaricus bisporus	Fungi	Unknown	Repelling egg laying	Unknown	None	Fungal volatiles as olfactory cues for female fungus gnat, lycoriella ingenua in the avoidance of mycelia colonized compost		Microbial Volatiles: 1-hepten-3-ol, 3-octanone and 1-octen-3-ol
788	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Ascomycota	Saccharomycetales	Saccharomyces	Species	Accharomyces cerevisiae	Accharomyces cerevisiae	Fungi	Unknown	mediate Drosophila melanogaster attraction, oviposition and development	Unknown	None	Yeast, not fruit volatiles mediate Drosophila melanogaster attraction, oviposition and development		Microbial Volatiles: 1-hepten-3-ol, 3-octanone and 1-octen-4-ol
789	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Ips paraconfusus	Ascomycota	Ophiostomatales	Leptographium	Species	Grosmannia penicillata	Grosmannia penicillata	Fungi	Unknown	produce beetle aggregation pheromones	Unknown	None	Fungal Symbionts of the Spruce Bark Beetle Synthesize the Beetle Aggregation Pheromone 2-Methyl-3-buten-2-ol		Microbial Volatiles: 2-Methyl-3-buten-2-ol
790	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Ips paraconfusus	Ascomycota	Ophiostomatales	Leptographium	Species	Grosmannia europhioides	Grosmannia europhioides	Fungi	Unknown	produced large amounts of 2-methyl-3-buten-2-ol (MB), the major component in the beetles’ aggregation pheromone blend, facilitating aggregation behavior	Unknown	None	Fungal Symbionts of the Spruce Bark Beetle Synthesize the Beetle Aggregation Pheromone 2-Methyl-3-buten-2-ol		Microbial Volatiles: 2-Methyl-3-buten-2-ol
791	Symbiont	Diptera	Glossinidae	None	Bactrocera oleae	Ascomycota	Pichiales	Kuraishia	Species	Kuraishia capsulata	Kuraishia capsulata	Fungi	Unknown	producing Isoamyl alcohol to attract Bactrocera oleae mating	Unknown	None	Olive Fruit Fly, Bactrocera oleae (Diptera: Tephritidae), Attraction to Volatile Compounds Produced by Host and Insect-Associated Yeast Strains		Microbial Volatiles: Isoamyl alcohol
792	Symbiont	Diptera	Glossinidae	None	Bactrocera oleae	Ascomycota	Serinales	Scheffersomyces	Species	Scheffersomyces ergatensis	Scheffersomyces ergatensis	Fungi	Unknown	producing Isoamyl alcohol to attract Bactrocera oleae mating	Unknown	None	Olive Fruit Fly, Bactrocera oleae (Diptera: Tephritidae), Attraction to Volatile Compounds Produced by Host and Insect-Associated Yeast Strains		None
793	Symbiont	Diptera	Glossinidae	None	Bactrocera oleae	Ascomycota	Alaninales	Peterozyma	Species	Peterozyma xylosa	Peterozyma xylosa	Fungi	Unknown	producing Isoamyl alcohol to attract Bactrocera oleae mating	Unknown	None	Olive Fruit Fly, Bactrocera oleae (Diptera: Tephritidae), Attraction to Volatile Compounds Produced by Host and Insect-Associated Yeast Strains		None
794	Symbiont	Diptera	Glossinidae	None	Bactrocera oleae	Ascomycota	Saccharomycetales	Wickerhamomyces	Species	Wickerhamomyces subpelliculosus	Wickerhamomyces subpelliculosus	Fungi	Unknown	producing Isoamyl alcohol to attract Bactrocera oleae mating	Unknown	None	Olive Fruit Fly, Bactrocera oleae (Diptera: Tephritidae), Attraction to Volatile Compounds Produced by Host and Insect-Associated Yeast Strains		None
795	Symbiont	Diptera	Glossinidae	None	Bactrocera oleae	Ascomycota	Saccharomycetales	Lachancea	Species	Lachancea thermotolerans	Lachancea thermotolerans	Fungi	Unknown	producing Isoamyl alcohol to attract Bactrocera oleae mating	Unknown	None	Olive Fruit Fly, Bactrocera oleae (Diptera: Tephritidae), Attraction to Volatile Compounds Produced by Host and Insect-Associated Yeast Strains		None
796	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Aphidius colemani	Actinomycetota	Mycobacteriales	Corynebacterium	Species	Corynebacterium sputi	Corynebacterium sputi	Bacteria	Unknown	Repelling parasitism	Unknown	None	Volatiles of bacteria associated with parasitoid habitats elicit distinct olfactory responses in an aphid parasitoid and its hyperparasitoid		None
797	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Supella longipalpa	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	induces reproductive incompatibility	Unknown	None	Molecular evidence and phylogenetic affiliations of Wolbachia in cockroaches		None
798	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Supella longipalpa	Bacteroidota	Flavobacteriales	Blattabacterium	Genus	Blattabacterium	Blattabacterium	Bacteria	Intracellular	Unknown	Unknown	None	Molecular evidence and phylogenetic affiliations of Wolbachia in cockroaches		None
799	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Periplaneta americana	Pseudomonadota	Enterobacterales	Salmonella	Genus	Salmonella	Salmonella spp.	Bacteria	Unknown	Increase the host drug resistant	Unknown	None	Cockroaches (Periplaneta americana and Blattella germanica): Reservoirs of multi drug resistant (MDR) bacteria in Uyo, Akwa Ibom State		None
800	Symbiont	Blattodea	Rhinotermitidae	Heterotermitinae	Blattella germanica	Pseudomonadota	Enterobacterales	Salmonella	Genus	Salmonella	Salmonella spp.	Bacteria	Unknown	Increase the host drug resistant	Unknown	None	Cockroaches (Periplaneta americana and Blattella germanica): Reservoirs of multi drug resistant (MDR) bacteria in Uyo, Akwa Ibom State		None
