ID	Run	Assay Type	BioSample	Bytes	Center Name	Instrument	LibraryLayout	LibrarySelection	Platform	BioProject	geo_loc_name_country	geo_loc_name_country_continent	Collection_Date	geo_loc_name	BioSampleModel	lat_lon	Host	Host Order	Host Family	Isolation	Description	Doi
1194	SRR15166923	WGS	SAMN20207120	339396007	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	Ion Torrent S5 XL	SINGLE	RANDOM PCR	ION_TORRENT	PRJNA742181	Sweden	Europe	2018-04-13	Sweden	Metagenome or environmental	not applicable	Acheta domesticus	Orthoptera	Gryllidae	not applicable	None	None
1195	SRR15166924	WGS	SAMN20207119	503225970	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	Ion Torrent S5 XL	SINGLE	RANDOM PCR	ION_TORRENT	PRJNA742181	Sweden	Europe	2018-04-12	Sweden	Metagenome or environmental	not applicable	Acheta domesticus	Orthoptera	Gryllidae	not applicable	None	None
1196	SRR15166925	WGS	SAMN20207118	458197877	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	Ion Torrent S5 XL	SINGLE	RANDOM PCR	ION_TORRENT	PRJNA742181	Sweden	Europe	2018-04-12	Sweden	Metagenome or environmental	not applicable	Acheta domesticus	Orthoptera	Gryllidae	not applicable	None	None
1197	SRR15166926	WGS	SAMN20207109	394285989	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	Ion Torrent S5 XL	SINGLE	RANDOM PCR	ION_TORRENT	PRJNA742181	Sweden	Europe	2018-04-12	Sweden	Metagenome or environmental	not applicable	Acheta domesticus	Orthoptera	Gryllidae	not applicable	None	None
1198	SRR15166927	WGS	SAMN20207108	585582494	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	Ion Torrent S5 XL	SINGLE	RANDOM PCR	ION_TORRENT	PRJNA742181	Sweden	Europe	2018-04-12	Sweden	Metagenome or environmental	not applicable	Acheta domesticus	Orthoptera	Gryllidae	not applicable	None	None
1199	SRR21195491	WGS	SAMN30491047	18676529	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to deltamethrin	None	None
1200	SRR21195492	WGS	SAMN30491046	17324968	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to deltamethrin	None	None
1201	SRR21195493	WGS	SAMN30491045	22903972	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to deltamethrin	None	None
1202	SRR21195494	WGS	SAMN30491044	22258581	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to deltamethrin	None	None
1203	SRR21195495	WGS	SAMN30491043	23631082	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to deltamethrin	None	None
1204	SRR21195496	WGS	SAMN30491042	21377957	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1205	SRR21195497	WGS	SAMN30491041	21686068	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1206	SRR21195498	WGS	SAMN30491040	22776633	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1207	SRR21195499	WGS	SAMN30491039	18339066	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1208	SRR21195500	WGS	SAMN30491038	24212433	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1209	SRR21195501	WGS	SAMN30491011	15379479	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1210	SRR21195502	WGS	SAMN30491037	25405195	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1211	SRR21195503	WGS	SAMN30491036	34598957	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1212	SRR21195504	WGS	SAMN30491035	36557013	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1213	SRR21195505	WGS	SAMN30491034	24439419	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1214	SRR21195506	WGS	SAMN30491033	23815374	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1215	SRR21195507	WGS	SAMN30491032	33460750	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1216	SRR21195508	WGS	SAMN30491031	21658920	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1217	SRR21195509	WGS	SAMN30491030	23662905	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1218	SRR21195510	WGS	SAMN30491029	27798309	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1219	SRR21195511	WGS	SAMN30491028	39834055	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1220	SRR21195512	WGS	SAMN30491010	23460621	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1221	SRR21195513	WGS	SAMN30491027	28221782	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1222	SRR21195514	WGS	SAMN30491026	23483219	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1223	SRR21195515	WGS	SAMN30491025	24781954	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1224	SRR21195516	WGS	SAMN30491024	30624430	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to cis-permethrin	None	None
1225	SRR21195517	WGS	SAMN30491023	30807592	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1226	SRR21195518	WGS	SAMN30491022	23563256	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1227	SRR21195519	WGS	SAMN30491021	21059739	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1228	SRR21195520	WGS	SAMN30491020	31260485	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1229	SRR21195521	WGS	SAMN30491019	22537862	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1230	SRR21195522	WGS	SAMN30491018	16215502	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1231	SRR21195523	WGS	SAMN30491009	22115002	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1232	SRR21195524	WGS	SAMN30491008	16054749	PEST CONTROL DEPARTMENT	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA873190	China	Asia	2022-05-18	China:Beijing	Metagenome or environmental	39.54 N 116.25 E	Aedes albopictus	Diptera	Culicidae	Sequence of the internal microbiota in Aedes albopictus after exposure to -cypermethrin	None	None
1233	SRR23076787	WGS	SAMN32721595	1206624928	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2017-06-30	USA: Mt. Sentinel\, Missoula\, Montana	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	46.86 N 113.98 W	Okanagana oregona	Hemiptera	Cicadidae	None	None	None
1234	SRR23076788	WGS	SAMN32721594	2210475160	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2017-01-06	Chile: side of the road to Termas de Chillan\, Bio Bio Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	36.903 S 71.537 W	Tettigades undata	Hemiptera	Cicadidae	None	None	None
1235	SRR23076789	WGS	SAMN32721593	1948498535	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2017-01-06	Chile: side of the road to Termas de Chillan\, Bio Bio Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	36.903 S 71.537 W	Tettigades undata	Hemiptera	Cicadidae	None	None	None
1236	SRR23076790	WGS	SAMN32721592	2031553951	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2017-01-06	Chile: side of the road to Termas de Chillan\, Bio Bio Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	36.903 S 71.537 W	Tettigades undata	Hemiptera	Cicadidae	None	None	None
1237	SRR23076791	WGS	SAMN32721591	1829944394	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2017-01	Chile: side of the road near Putaendo\, Valparaiso Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	32.588 S 70.715 W	Tettigades ulnaria	Hemiptera	Cicadidae	None	None	None
1238	SRR23076792	WGS	SAMN32721590	1981736834	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2017-01	Chile: side of the road near Putaendo\, Valparaiso Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	32.588 S 70.715 W	Tettigades ulnaria	Hemiptera	Cicadidae	None	None	None
1239	SRR23076799	WGS	SAMN32721589	1710690225	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2017-01	Chile: side of the road near Putaendo\, Valparaiso Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	32.588 S 70.715 W	Tettigades ulnaria	Hemiptera	Cicadidae	None	None	None
1240	SRR23076810	WGS	SAMN32721588	1462760199	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2017-07	USA: U of Arizona Campus\, Tucson\, Arizona	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	32.23 N 110.95 W	Diceroprocta semicincta	Hemiptera	Cicadidae	None	None	None
1241	SRR23076813	WGS	SAMN32721603	1562526064	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2016-06	USA: Washington\, Pennsylvania	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	40.17088 N 80.22149 W	Magicicada septendecim	Hemiptera	Cicadidae	None	None	None
1242	SRR23076814	WGS	SAMN32721602	1533601967	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2016-06	USA: Washington\, Pennsylvania	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	40.17088 N 80.22149 W	Magicicada septendecim	Hemiptera	Cicadidae	None	None	None
1243	SRR23076815	WGS	SAMN32721601	1243327071	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2016-06	USA: Washington\, Pennsylvania	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	40.17088 N 80.22149 W	Magicicada septendecim	Hemiptera	Cicadidae	None	None	None
1244	SRR23076816	WGS	SAMN32721600	2278464654	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2014-12-13	Chile: hills South of Sierra de Bellavista\, O'Higgins Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	34.826 S 70.742 W	Tettigades limbata	Hemiptera	Cicadidae	None	None	None
1245	SRR23076817	WGS	SAMN32721599	1549076351	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2014-12-13	Chile: hills South of Sierra de Bellavista\, O'Higgins Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	34.826 S 70.742 W	Tettigades limbata	Hemiptera	Cicadidae	None	None	None
1246	SRR23076818	WGS	SAMN32721598	1726066276	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	Chile	South America	2014-12-13	Chile: hills South of Sierra de Bellavista\, O'Higgins Region	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	34.826 S 70.742 W	Tettigades limbata	Hemiptera	Cicadidae	None	None	None
1247	SRR23076819	WGS	SAMN32721597	1963255949	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2017-06-30	USA: Mt. Sentinel\, Missoula\, Montana	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	46.86 N 113.98 W	Okanagana oregona	Hemiptera	Cicadidae	None	None	None
1248	SRR23076820	WGS	SAMN32721596	2374015476	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2017-06-30	USA: Mt. Sentinel\, Missoula\, Montana	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	46.86 N 113.98 W	Okanagana oregona	Hemiptera	Cicadidae	None	None	None
1249	SRR23076821	WGS	SAMN32721587	2758804264	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2017-07	USA: U of Arizona Campus\, Tucson\, Arizona	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	32.23 N 110.95 W	Diceroprocta semicincta	Hemiptera	Cicadidae	None	None	None
1250	SRR23076822	WGS	SAMN32721586	1806759641	ARIZONA STATE UNIVERSITY	Illumina HiSeq X	PAIRED	RANDOM	ILLUMINA	PRJNA923375	USA	North America	2017-07	USA: U of Arizona Campus\, Tucson\, Arizona	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	32.23 N 110.95 W	Diceroprocta semicincta	Hemiptera	Cicadidae	None	None	None
1251	SRR5626967	WGS	SAMN25003320	377746738	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1252	SRR5626968	WGS	SAMN25003321	417005422	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1253	SRR5626969	WGS	SAMN25003322	395230408	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1254	SRR5626970	WGS	SAMN25003323	342696165	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1255	SRR5626971	WGS	SAMN25003324	417925984	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1256	SRR5626972	WGS	SAMN25003325	348680889	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1257	SRR5626973	WGS	SAMN25003326	367814724	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1258	SRR5626974	WGS	SAMN25003327	361969272	EMBRAPA	Illumina HiSeq 2500	PAIRED	PCR	ILLUMINA	PRJNA384399	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1259	SRR5626975	WGS	SAMN25003320	836524230	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1260	SRR5626976	WGS	SAMN25003321	669994712	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1261	SRR5626977	WGS	SAMN25003322	696334390	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1262	SRR5626978	WGS	SAMN25003323	735394331	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1263	SRR5626979	WGS	SAMN25003324	758744296	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1264	SRR5626980	WGS	SAMN25003325	643322064	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1265	SRR5626981	WGS	SAMN25003326	687313935	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1266	SRR5626982	WGS	SAMN25003327	767177428	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA384388	USA	North America	2016	USA: St. Paul\, Minnesota	Metagenome or environmental	44.9905 N 93.1805 W	Harmonia axyridis	Coleoptera	Coccinellidae	not applicable	None	None
1267	SRR5644272	WGS	SAMN25003351	926864049	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA385522	Brazil	South America	2015	Brazil: Mato Grosso	Metagenome or environmental	11.8602 S 55.6222 W	Dorymyrmex brunneus	Hymenoptera	Formicidae	not applicable	None	None
1268	SRR5644273	WGS	SAMN25003350	637686876	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA385522	Brazil	South America	2015	Brazil: Mato Grosso	Metagenome or environmental	11.8602 S 55.6222 W	Dorymyrmex brunneus	Hymenoptera	Formicidae	not applicable	None	None
1269	SRR5644274	WGS	SAMN25003341	752533263	EMBRAPA	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA385522	Brazil	South America	2014	Brazil: Mato Grosso	Metagenome or environmental	11.8602 S 55.6222 W	Dorymyrmex brunneus	Hymenoptera	Formicidae	not applicable	None	None
1270	SRR3312806	WGS	SAMN04500800	3718339098	UNIVERSITY OF HELSINKI	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA312579	Finland	Europe	2012-06	Finland: Forssa	Microbe\, viral or environmental	60.8 N 23.5 E	Trioza apicalis	Hemiptera	Triozidae	carrot field	None	None
1271	SRR3312829	WGS	SAMN04500800	6952382336	UNIVERSITY OF HELSINKI	Illumina HiSeq 2000	PAIRED	RANDOM	ILLUMINA	PRJNA312579	Finland	Europe	2012-06	Finland: Forssa	Microbe\, viral or environmental	60.8 N 23.5 E	Trioza apicalis	Hemiptera	Triozidae	carrot field	None	None
