ID	Title	Authors	doi	Journal	Publish Time	Species	Symbiont
6916	Saprophagous insect larvae, Drosophila melanogaster, profit from increased species richness in beneficial microbes	Rohlfs, M; Kürschner, L	10.1111/j.1439-0418.2009.01458.x	JOURNAL OF APPLIED ENTOMOLOGY	2010	None	None
6917	A pathogenic parasite interferes with phagocytosis of insect immunocompetent cells	Brivio, MF; Mastore, M; Nappi, AJ	10.1016/j.dci.2010.05.002	DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY	2010	None	None
6918	A multilocus approach to assessing co-evolutionary relationships between Steinernema spp. (Nematoda: Steinernematidae) and their bacterial symbionts Xenorhabdus spp. (γ-Proteobacteria: Enterobacteriaceae)	Lee, MM; Stock, SP	10.1007/s11230-010-9256-9	SYSTEMATIC PARASITOLOGY	2010	None	None
6919	Expressed Sequence Tag (EST) Survey of Life Stages of the Potato Psyllid, Bactericera cockerelli, Using 454 Pyrosequencing	Hail, D; Hunter, WB; Dowd, SE; Bextine, BR	10.3958/059.035.0333	SOUTHWESTERN ENTOMOLOGIST	2010	None	None
6920	Multiple gains and losses of Wolbachia symbionts across a tribe of fungus-growing ants	Frost, CL; Fernández-Marín, H; Smith, JE; Hughes, WOH	10.1111/j.1365-294X.2010.04764.x	MOLECULAR ECOLOGY	2010	None	None
6921	Graph-Based Analysis of the Metabolic Exchanges between Two Co-Resident Intracellular Symbionts, Baumannia cicadellinicola and Sulcia muelleri, with Their Insect Host, Homalodisca coagulata	Cottret, L; Milreu, PV; Acuña, V; Marchetti-Spaccamela, A; Stougie, L; Charles, H; Sagot, MF	10.1371/journal.pcbi.1000904	PLOS COMPUTATIONAL BIOLOGY	2010	None	None
6922	Sticky Substance on Eggs Improves Predation Success and Substrate Adhesion in Newly Hatched Zelus renardii (Hemiptera: Reduviidae) Instars	Law, YH; Sediqi, A	10.1603/AN09143	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	2010	None	None
6923	A metabolic switch is involved in lifestyle decisions in Photorhabdus luminescens	Lango, L; Clarke, DJ	10.1111/j.1365-2958.2010.07300.x	MOLECULAR MICROBIOLOGY	2010	None	None
6924	Effects of pea aphid secondary endosymbionts on aphid resistance and development of the aphid parasitoid Aphidius ervi: a correlative study	Nyabuga, FN; Outreman, Y; Simon, JC; Heckel, DG; Weisser, WW	10.1111/j.1570-7458.2010.01021.x	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	2010	None	None
6925	Suppression of other soil microorganisms by mycelium of arbuscular mycorrhizal fungi in root-free soil	Welc, M; Ravnskov, S; Kieliszewska-Rokicka, B; Larsen, J	10.1016/j.soilbio.2010.05.024	SOIL BIOLOGY & BIOCHEMISTRY	2010	None	None
6926	Insect endosymbionts: manipulators of insect herbivore trophic interactions?	Clark, EL; Karley, AJ; Hubbard, SF	10.1007/s00709-010-0156-2	PROTOPLASMA	2010	None	None
6927	Evaluation of the effects of the insect pathogenic fungus Metarhizium anisopliae on microbial populations of disparate plant growing media	Shah, FA; Greig, C; Hutwimmer, S; Strasser, H; Dyson, P; Carlile, B; Butt, TM	10.1016/j.funeco.2009.08.004	FUNGAL ECOLOGY	2010	None	None
6928	Dynamics of genome evolution in facultative symbionts of aphids	Degnan, PH; Leonardo, TE; Cass, BN; Hurwitz, B; Stern, D; Gibbs, RA; Richards, S; Moran, NA	10.1111/j.1462-2920.2009.02085.x	ENVIRONMENTAL MICROBIOLOGY	2010	None	None
6929	Evasion, suppression and tolerance of Drosophila innate immunity by a male-killing Spiroplasma endosymbiont	Anbutsu, H; Fukatsu, T	10.1111/j.1365-2583.2010.01008.x	INSECT MOLECULAR BIOLOGY	2010	None	None
6930	Putatively free-living 'Endomicrobia' - ancestors of the intracellular symbionts of termite gut flagellates?	Ikeda-Ohtsubo, W; Faivre, N; Brune, A	10.1111/j.1758-2229.2009.00124.x	ENVIRONMENTAL MICROBIOLOGY REPORTS	2010	None	None
6931	Photorhabdus phase variants express a novel fimbrial locus, mad, essential for symbiosis	Somvanshi, VS; Kaufmann-Daszczuk, B; Kim, KS; Mallon, S; Ciche, TA	10.1111/j.1365-2958.2010.07270.x	MOLECULAR MICROBIOLOGY	2010	None	None
6932	Wolbachia pipientis: an expanding bag of tricks to explore for disease control	Cook, PE; McGraw, EA	10.1016/j.pt.2010.05.006	TRENDS IN PARASITOLOGY	2010	None	None
6933	Functional and translational analyses of a beta-glucosidase gene (glycosyl hydrolase family 1) isolated from the gut of the lower termite Reticulitermes flavipes	Scharf, ME; Kovaleva, ES; Jadhao, S; Campbell, JH; Buchman, GW; Boucias, DG	10.1016/j.ibmb.2010.06.002	INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY	2010	None	None
6934	Gender dimorphism and mycorrhizal symbiosis affect floral visitors and reproductive output in Geranium sylvaticum	Varga, S; Kytöviita, MM	10.1111/j.1365-2435.2010.01708.x	FUNCTIONAL ECOLOGY	2010	None	None
6935	Hitchhiking and the removal of microbial contaminants by the leaf-cutting ant Atta colombica	Griffiths, HM; Hughes, WOH	10.1111/j.1365-2311.2010.01212.x	ECOLOGICAL ENTOMOLOGY	2010	None	None
6936	A viral histone H4 suppresses expression of a transferrin that plays a role in the immune response of the diamondback moth, Plutella xylostella	Kim, J; Kim, Y	10.1111/j.1365-2583.2010.01014.x	INSECT MOLECULAR BIOLOGY	2010	None	None
6937	Open relationships in the castles of clay: high diversity and low host specificity of Termitomyces fungi associated with fungus-growing termites in Africa	Osiemo, ZB; Marten, A; Kaib, M; Gitonga, LM; Boga, HI; Brandl, R	10.1007/s00040-010-0092-3	INSECTES SOCIAUX	2010	None	None
6938	Intragenomic conflict in populations infected by Parthenogenesis Inducing Wolbachia ends with irreversible loss of sexual reproduction	Stouthamer, R; Russell, JE; Vavre, F; Nunney, L	10.1186/1471-2148-10-229	BMC EVOLUTIONARY BIOLOGY	2010	None	None
6939	Mobile genetic element proliferation and gene inactivation impact over the genome structure and metabolic capabilities of Sodalis glossinidius, the secondary endosymbiont of tsetse flies	Belda, E; Moya, A; Bentley, S; Silva, FJ	10.1186/1471-2164-11-449	BMC GENOMICS	2010	None	None
6940	Predicting species distribution and abundance responses to climate change: why it is essential to include biotic interactions across trophic levels	Van der Putten, WH; Macel, M; Visser, ME	10.1098/rstb.2010.0037	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	2010	None	None
6941	Genetics of color polymorphism in the pea aphid, Acyrthosiphon pisum	Caillaud, MC; Losey, JE	10.1673/031.010.9501	JOURNAL OF INSECT SCIENCE	2010	None	None
6942	Seed flavonoids and anthocyanins as markers of enhanced plant defence in nodulated cowpea (Vigna unguiculata L. Walp.)	Makoi, JHJR; Belane, AK; Chimphango, SBM; Dakora, FD	10.1016/j.fcr.2010.03.012	FIELD CROPS RESEARCH	2010	None	None
6943	Bacterial symbionts in insects: balancing life and death	Harris, HL; Brennan, LJ; Keddie, BA; Braig, HR	10.1007/s13199-010-0065-3	SYMBIOSIS	2010	None	None
6944	Phylogenetic relationships between flies of the Tephritinae subfamily (Diptera, Tephritidae) and their symbiotic bacteria	Mazzon, L; Martinez-Sañudo, I; Simonato, M; Squartini, A; Savio, C; Girolami, V	10.1016/j.ympev.2010.02.016	MOLECULAR PHYLOGENETICS AND EVOLUTION	2010	None	None
6945	Phylogenetic Position and Peculiar Genetic Traits of a Midgut Bacterial Symbiont of the Stinkbug Parastrachia japonensis	Hosokawa, T; Kikuchi, Y; Nikoh, N; Meng, XY; Hironaka, M; Fukatsu, T	10.1128/AEM.00616-10	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2010	None	None
6946	Trade-offs underlying polyphagy in a facultative ant-tended florivorous butterfly: the role of host plant quality and enemy-free space	Rodrigues, D; Kaminski, LA; Freitas, AVL; Oliveira, PS	10.1007/s00442-010-1626-0	OECOLOGIA	2010	None	None
6947	Does herbivory really suppress mycorrhiza? A meta-analysis	Barto, EK; Rillig, MC	10.1111/j.1365-2745.2010.01658.x	JOURNAL OF ECOLOGY	2010	None	None
6948	Exploiting a Global Regulator for Small Molecule Discovery in Photorhabdus luminescens	Kontnik, R; Crawford, JM; Clardy, J	10.1021/cb100117k	ACS CHEMICAL BIOLOGY	2010	None	None
6949	Prevalence of a virus inducing behavioural manipulation near species range border	Patot, S; Martinez, J; Allemand, R; Gandon, S; Varaldi, J; Fleury, F	10.1111/j.1365-294X.2010.04686.x	MOLECULAR ECOLOGY	2010	None	None
6950	PRODUCTION AND CHARACTERIZATION OF A RECOMBINANT BETA-1,4-ENDOGLUCANASE (GLYCOHYDROLASE FAMILY 9) FROM THE TERMITE Reticulitermes flavipes	Zhou, XG; Kovaleva, ES; Wu-Scharf, D; Campbell, JH; Buchman, GW; Boucias, DG; Scharf, ME	10.1002/arch.20368	ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	2010	None	None
6951	Purification of a laccase from fungus combs in the nest of Odontotermes formosanus	Zhou, Y; Deng, TF; Pan, CY; Chen, CR; Mo, JC	10.1016/j.procbio.2010.03.012	PROCESS BIOCHEMISTRY	2010	None	None
6952	Combining Next-Generation Sequencing Strategies for Rapid Molecular Resource Development from an Invasive Aphid Species, Aphis glycines	Bai, XD; Zhang, W; Orantes, L; Jun, TH; Mittapalli, O; Mian, MAR; Michel, AP	10.1371/journal.pone.0011370	PLOS ONE	2010	None	None
6953	Larval rearing temperature influences amount and composition of the marking pheromone of the male beewolf, Philanthus triangulum	Roeser-Mueller, K; Strohm, E; Kaltenpoth, M	10.1673/031.010.7401	JOURNAL OF INSECT SCIENCE	2010	None	None
6954	The role of iron uptake in pathogenicity and symbiosis in Photorhabdus luminescens TT01	Watson, RJ; Millichap, P; Joyce, SA; Reynolds, S; Clarke, DJ	10.1186/1471-2180-10-177	BMC MICROBIOLOGY	2010	None	None
6955	Ecological interactions are evolutionarily conserved across the entire tree of life	Gómez, JM; Verdú, M; Perfectti, F	10.1038/nature09113	NATURE	2010	None	None
6956	Molecular approaches to study the insect gut symbiotic microbiota at the 'omics' age	Shi, WB; Syrenne, R; Sun, JZ; Yuan, JS	10.1111/j.1744-7917.2010.01340.x	INSECT SCIENCE	2010	None	None
6957	Methods for discovery and characterization of cellulolytic enzymes from insects	Willis, JD; Oppert, C; Jurat-Fuentes, JL	10.1111/j.1744-7917.2010.01322.x	INSECT SCIENCE	2010	None	None
6958	Genomics of intracellular symbionts in insects	Gosalbes, MJ; Latorre, A; Lamelas, A; Moya, A	10.1016/j.ijmm.2009.12.001	INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY	2010	None	None
6959	The anatomy of an aphid genome: From sequence to biology	Tagu, D; Dugravot, S; Outreman, Y; Rispe, C; Simon, JC; Colella, S	10.1016/j.crvi.2010.03.006	COMPTES RENDUS BIOLOGIES	2010	None	None
6960	Mining diversity of the natural biorefinery housed within Tipula abdominalis larvae for use in an industrial biorefinery for production of lignocellulosic ethanol	Cook, DM; Doran-Peterson, J	10.1111/j.1744-7917.2010.01343.x	INSECT SCIENCE	2010	None	None
6961	Insecticidal activity of recombinant avidin produced in yeast	Hinchliffe, G; Bown, DP; Gatehouse, JA; Fitches, E	10.1016/j.jinsphys.2010.01.007	JOURNAL OF INSECT PHYSIOLOGY	2010	None	None
6962	Comparison of gut-associated and nest-associated microbial communities of a fungus-growing termite (Odontotermes yunnanensis)	Long, YH; Xie, L; Liu, N; Yan, X; Li, MH; Fan, MZ; Wang, QA	10.1111/j.1744-7917.2010.01327.x	INSECT SCIENCE	2010	None	None
6963	Potential of termite-based biomass pre-treatment strategies for use in bioethanol production	Scharf, ME; Boucias, DG	10.1111/j.1744-7917.2009.01309.x	INSECT SCIENCE	2010	None	None
6964	Primary Gut Symbiont and Secondary, Sodalis-Allied Symbiont of the Scutellerid Stinkbug Cantao ocellatus	Kaiwa, N; Hosokawa, T; Kikuchi, Y; Nikoh, N; Meng, XY; Kimura, N; Ito, M; Fukatsu, T	10.1128/AEM.00421-10	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2010	None	None
6965	Forage collection, substrate preparation, and diet composition in fungus-growing ants	Licht, HHD; Boomsma, JJ	10.1111/j.1365-2311.2010.01193.x	ECOLOGICAL ENTOMOLOGY	2010	None	None
6966	Toxins and Secretion Systems of Photorhabdus luminescens	Rodou, A; Ankrah, DO; Stathopoulos, C	10.3390/toxins2061250	TOXINS	2010	None	None
6967	Contrasting infection frequencies of Neotyphodium endophyte in naturalized Italian ryegrass populations in Japanese farmlands	Yamashita, M; Iwamoto, M; Maruyama, K; Ichihara, M; Sawada, H	10.1111/j.1744-697X.2010.00177.x	GRASSLAND SCIENCE	2010	None	None
6968	The scarab gut: A potential bioreactor for bio-fuel production	Huang, SW; Zhang, HY; Marshall, S; Jackson, TA	10.1111/j.1744-7917.2010.01320.x	INSECT SCIENCE	2010	None	None
6969	Limited Endosymbiont Variation in Diuraphis noxia (Hemiptera: Aphididae) Biotypes From the United States and South Africa	Swanevelder, ZH; Surridge, AKJ; Venter, E; Botha, AM	10.1603/EC09257	JOURNAL OF ECONOMIC ENTOMOLOGY	2010	None	None
6970	Hydrogen emission by three wood-feeding subterranean termite species (Isoptera: Rhinotermitidae): Production and characteristics	Cao, YQ; Sun, JZ; Rodriguez, JM; Lee, KC	10.1111/j.1744-7917.2009.01311.x	INSECT SCIENCE	2010	None	None
6971	Serratia glossinae sp nov., isolated from the midgut of the tsetse fly Glossina palpalis gambiensis	Geiger, A; Fardeau, ML; Falsen, E; Ollivier, B; Cuny, G	10.1099/ijs.0.013441-0	INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY	2010	None	None
6972	Potential Challenges of Climate Change to Orchid Conservation in a Wild Orchid Hotspot in Southwestern China	Liu, H; Feng, CL; Luo, YB; Chen, BS; Wang, ZS; Gu, HY	10.1007/s12229-010-9044-x	BOTANICAL REVIEW	2010	None	None
6973	Role of xylem consumption on osmoregulation in Macrosiphum euphorbiae (Thomas)	Pompon, J; Quiring, D; Giordanengo, P; Pelletier, Y	10.1016/j.jinsphys.2009.12.009	JOURNAL OF INSECT PHYSIOLOGY	2010	None	None
6974	Transient expression of specific Cotesia plutellae bracoviral segments induces prolonged larval development of the diamondback moth, Plutella xylostella	Kwon, B; Song, S; Choi, JY; Je, YH; Kim, Y	10.1016/j.jinsphys.2010.01.013	JOURNAL OF INSECT PHYSIOLOGY	2010	None	None
6975	Transinfection and growth discrepancy of Drosophila Wolbachia strain wMel in cell lines of the mosquito Aedes albopictus	Voronin, D; Tran-Van, V; Potier, P; Mavingui, P	10.1111/j.1365-2672.2009.04621.x	JOURNAL OF APPLIED MICROBIOLOGY	2010	None	None
6976	Massively parallel pyrosequencing-based transcriptome analyses of small brown planthopper (Laodelphax striatellus), a vector insect transmitting rice stripe virus (RSV)	Zhang, FJ; Guo, HY; Zheng, HJ; Zhou, T; Zhou, YJ; Wang, SY; Fang, RX; Qian, W; Chen, XY	10.1186/1471-2164-11-303	BMC GENOMICS	2010	None	None
6977	Photorhabdus adhesion modification protein (Pam) binds extracellular polysaccharide and alters bacterial attachment	Jones, RT; Sanchez-Contreras, M; Vlisidou, I; Amos, MR; Yang, GW; Muñoz-Berbel, X; Upadhyay, A; Potter, UJ; Joyce, SA; Ciche, TA; Jenkins, ATA; Bagby, S; Ffrench-Constant, RH; Waterfield, NR	10.1186/1471-2180-10-141	BMC MICROBIOLOGY	2010	None	None
6978	Co-infection and localization of secondary symbionts in two whitefly species	Skaljac, M; Zanic, K; Ban, SG; Kontsedalov, S; Ghanim, M	10.1186/1471-2180-10-142	BMC MICROBIOLOGY	2010	None	None
6979	Loss of lipid synthesis as an evolutionary consequence of a parasitic lifestyle	Visser, B; Le Lann, C; den Blanken, FJ; Harvey, JA; van Alphen, JJM; Ellers, J	10.1073/pnas.1001744107	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2010	None	None
6980	Planting of fungus onto hibernating workers of the fungus-growing ant Mycetosoritis clorindae (Attini, Formicidae)	Mueller, UG; Ortiz, A; Bacci, M	10.1007/s00040-010-0072-7	INSECTES SOCIAUX	2010	None	None
6981	Ovarian Development and Analysis of Mating Effects on Ovary Maturation of Diaphorina citri Kuwayama (Hemiptera: Psyllidae)	Dossi, FCA; Cônsoli, FL	10.1590/S1519-566X2010000300015	NEOTROPICAL ENTOMOLOGY	2010	None	None
6982	Inherited microbial symbionts increase herbivore abundances and alter arthropod diversity on a native grass	Faeth, SH; Shochat, E	10.1890/08-2123.1	ECOLOGY	2010	None	None
6983	Invasion pathway and potential risks of a bamboo-nesting carpenter bee, Xylocopa tranquebarorum (Hymenoptera: Apidae), and its micro-associated mite introduced into Japan	Okabe, K; Masuya, H; Kawazoe, K; Makino, S	10.1303/aez.2010.329	APPLIED ENTOMOLOGY AND ZOOLOGY	2010	None	None
6984	Evolution of Substrate Preparation Behaviors for Cultivation of Symbiotic Fungus in Attine Ants (Hymenoptera: Formicidae)	Diniz, EA; Bueno, OC	10.1007/s10905-010-9207-y	JOURNAL OF INSECT BEHAVIOR	2010	None	None
6985	Variation and covariation of life history traits in aphids are related to infection with the facultative bacterial endosymbiont Hamiltonella defensa	Castañeda, LE; Sandrock, C; Vorburger, C	10.1111/j.1095-8312.2010.01416.x	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY	2010	None	None
6986	Isolation of yeasts from palm tissues damaged by the red palm weevil and their possible effect on the weevil overwintering	Abe, F; Ohkusu, M; Kubo, T; Kawamoto, S; Sone, K; Hata, K	10.1007/s10267-009-0029-8	MYCOSCIENCE	2010	None	None
6987	Phylogeny of Gammaproteobacteria	Williams, KP; Gillespie, JJ; Sobral, BWS; Nordberg, EK; Snyder, EE; Shallom, JM; Dickerman, AW	10.1128/JB.01480-09	JOURNAL OF BACTERIOLOGY	2010	None	None
6988	Impact of plant architecture versus leaf quality on attack by leaf-tying caterpillars on five oak species	Marquis, RJ; Lill, JT	10.1007/s00442-009-1519-2	OECOLOGIA	2010	None	None
6989	Wolbachia modulates Chikungunya replication in Aedes albopictus	Mousson, L; Martin, E; Zouache, K; Madec, Y; Mavingui, P; Failloux, AB	10.1111/j.1365-294X.2010.04606.x	MOLECULAR ECOLOGY	2010	None	None
6990	The mushroom habitat as an ecological arena for global exchange of Wolbachia	Stahlhut, JK; Desjardins, CA; Clark, ME; Baldo, L; Russell, JA; Werren, JH; Jaenike, J	10.1111/j.1365-294X.2010.04572.x	MOLECULAR ECOLOGY	2010	None	None
6991	EVOLUTION A Fungal Past to Insect Color	Fukatsu, T	10.1126/science.1190417	SCIENCE	2010	None	None
6992	Ecology of Root-feeding Beetles and Their Associated Fungi on Longleaf Pine in Georgia	Zanzot, JW; Matusick, G; Eckhardt, LG	10.1603/EN09261	ENVIRONMENTAL ENTOMOLOGY	2010	None	None
6993	The challenge of biomimetic design for carbon-neutral buildings using termite engineering	French, JRJ; Ahmed, BM	10.1111/j.1744-7917.2009.01306.x	INSECT SCIENCE	2010	None	None
6994	Symbiosis in Subterranean Termites: A Review of Insights From Molecular Studies	Husseneder, C	10.1603/EN09006	ENVIRONMENTAL ENTOMOLOGY	2010	None	None
6995	Geographic Variation in Bacterial Communities Associated With the Red Turpentine Beetle (Coleoptera: Curculionidae)	Adams, AS; Adams, SM; Currie, CR; Gillette, NE; Raffa, KF	10.1603/EN09221	ENVIRONMENTAL ENTOMOLOGY	2010	None	None
6996	Support from the underground: Induced plant resistance depends on arbuscular mycorrhizal fungi	Kempel, A; Schmidt, AK; Brandl, R; Schädler, M	10.1111/j.1365-2435.2009.01647.x	FUNCTIONAL ECOLOGY	2010	None	None
6997	Manipulating the jasmonate response: How do methyl jasmonate additions mediate characteristics of aboveground and belowground mutualisms?	Kiers, ET; Adler, LS; Grman, EL; van der Heijden, MGA	10.1111/j.1365-2435.2009.01625.x	FUNCTIONAL ECOLOGY	2010	None	None
6998	Comprehensive survey of developmental genes in the pea aphid, Acyrthosiphon pisum: frequent lineage-specific duplications and losses of developmental genes	Shigenobu, S; Bickel, RD; Brisson, JA; Butts, T; Chang, CC; Christiaens, O; Davis, GK; Duncan, EJ; Ferrier, DEK; Iga, M; Janssen, R; Lin, GW; Lu, HL; McGregor, AP; Miura, T; Smagghe, G; Smith, JM; van der Zee, M; Velarde, RA; Wilson, MJ; Dearden, PK; Stern, DL	10.1111/j.1365-2583.2009.00944.x	INSECT MOLECULAR BIOLOGY	2010	None	None
6999	AphidBase: a centralized bioinformatic resource for annotation of the pea aphid genome	Legeai, F; Shigenobu, S; Gauthier, JP; Colbourne, J; Rispe, C; Collin, O; Richards, S; Wilson, ACC; Murphy, T; Tagu, D	10.1111/j.1365-2583.2009.00930.x	INSECT MOLECULAR BIOLOGY	2010	None	None
7000	Expansion of genes encoding a novel type of dynamin in the genome of the pea aphid, Acyrthosiphon pisum	Nakabachi, A; Miyagishima, S	10.1111/j.1365-2583.2009.00941.x	INSECT MOLECULAR BIOLOGY	2010	None	None
7001	Transgenesis and paratransgenesis to control insect-borne diseases: Current status and future challenges	Coutinho-Abreu, IV; Zhu, KY; Ramalho-Ortigao, M	10.1016/j.parint.2009.10.002	PARASITOLOGY INTERNATIONAL	2010	None	None
7002	Life cycle and population dynamics of a protective insect symbiont reveal severe bottlenecks during vertical transmission	Kaltenpoth, M; Goettler, W; Koehler, S; Strohm, E	10.1007/s10682-009-9319-z	EVOLUTIONARY ECOLOGY	2010	None	None
7003	Integrated Metabonomic-Proteomic Analysis of an Insect-Bacterial Symbiotic System	Wang, YL; Carolan, JC; Hao, FH; Nicholson, JK; Wilkinson, TL; Douglas, AE	10.1021/pr9007392	JOURNAL OF PROTEOME RESEARCH	2010	None	None
7004	Bacterial Symbionts of the Brown Planthopper, Nilaparvata lugens (Homoptera: Delphacidae)	Tang, M; Lv, L; Jing, SL; Zhu, LL; He, GC	10.1128/AEM.02240-09	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2010	None	None
7005	Characterization of a New Aedes albopictus (Diptera: Culicidae)-Wolbachia pipientis (Rickettsiales: Rickettsiaceae) Symbiotic Association Generated by Artificial Transfer of the wPip Strain From Culex pipiens (Diptera: Culicidae)	Calvitti, M; Moretti, R; Lampazzi, E; Bellini, R; Dobson, SL	10.1603/ME09140	JOURNAL OF MEDICAL ENTOMOLOGY	2010	None	None
7006	Can the tight co-speciation between reed beetles (Col., Chrysomelidae, Donaciinae) and their bacterial endosymbionts, which provide cocoon material, clarify the deeper phylogeny of the hosts?	Kölsch, G; Pedersen, BV	10.1016/j.ympev.2009.10.038	MOLECULAR PHYLOGENETICS AND EVOLUTION	2010	None	None
7007	First report of Harpellales from the Dominican Republic (Hispaniola) and the insular effect on gut fungi	Valle, LG; Cafaro, MJ	10.3852/09-028	MYCOLOGIA	2010	None	None
7008	Discovery of mycangia and the associated xylose-fermenting yeasts in stag beetles (Coleoptera: Lucanidae)	Tanahashi, M; Kubota, K; Matsushita, N; Togashi, K	10.1007/s00114-009-0643-5	NATURWISSENSCHAFTEN	2010	None	None
7009	Molecular Evolution in Bacterial Endosymbionts of Fungi	Castillo, DM; Pawlowska, TE	10.1093/molbev/msp280	MOLECULAR BIOLOGY AND EVOLUTION	2010	None	None
7010	Defensive mutualism between plants and endophytic fungi?	Saikkonen, K; Saari, S; Helander, M	10.1007/s13225-010-0023-7	FUNGAL DIVERSITY	2010	None	None
7011	Ample genetic variation but no evidence for genotype specificity in an all-parthenogenetic host-parasitoid interaction	Sandrock, C; Gouskov, A; Vorburger, C	10.1111/j.1420-9101.2009.01925.x	JOURNAL OF EVOLUTIONARY BIOLOGY	2010	None	None
7012	Kin structure, ecology and the evolution of social organization in shrimp: a comparative analysis	Duffy, JE; Macdonald, KS	10.1098/rspb.2009.1483	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	2010	None	None
7013	Extraordinarily widespread and fantastically complex: comparative biology of endosymbiotic bacterial and fungal mutualists of insects	Gibson, CM; Hunter, MS	10.1111/j.1461-0248.2009.01416.x	ECOLOGY LETTERS	2010	None	None
7014	Inhibitory effect of an endophytic fungus, Neotyphodium lolii, on the feeding and survival of Ostrinia furnacalis (Guenee) (Lepidoptera: Pyralidae) and Sesamia inferens (Walker) (Lepidoptera: Noctuidae) on infected Lolium perenne	Shiba, T; Sugawara, K	10.1303/aez.2010.225	APPLIED ENTOMOLOGY AND ZOOLOGY	2010	None	None
7015	Fungal evolution and taxonomy	Blackwell, M	10.1007/s10526-009-9243-8	BIOCONTROL	2010	None	None
7016	Characteristics of the genome of Arsenophonus nasoniae, son-killer bacterium of the wasp Nasonia	Darby, AC; Choi, JH; Wilkes, T; Hughes, MA; Werren, JH; Hurst, GDD; Colbourne, JK	10.1111/j.1365-2583.2009.00950.x	INSECT MOLECULAR BIOLOGY	2010	None	None
